CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
22348	LAWJ	05255	 4	CRIMINAL LAW	"Leech, Dean J"	TR	1230	1345	LBRARY	578	(Class)	Main	32	32	0
22349	LAWJ	05255	 1C	"CRIMINAL LAWRowan Global Online students only. "	"Weiss, Michael S."							Online	0	0	0
22351	LAWJ	05280	 1	HOMELAND SECURITY	"McKeown, John P."	R	1830	1945	WINANS	111	(Class)	Main	35	35	0
22352	LAWJ	05285	 1	CRIMINAL INVESTIGATION	"Schwartz, Jeffrey L"	W	1230	1345	WINANS	111	(Class)	Main	35	35	0
22353	LAWJ	05288	 1	CASINO CRIME	"Errera, Donald A"	R	1530	1645	LBRARY	403	(Class)	Main	22	22	0
22354	LAWJ	05290	 1	FORENSIC LAW	"Lore, Jennifer M."	M	1830	1945	LBRARY	126	(Class)	Main	35	35	0
22355	LAWJ	05305	 1C	"LAW & EVIDENCERowan Global Online students only. "	"Page, Raymond T"							Online	0	0	0
22357	LAWJ	05312	 1	CRIMINAL PROCEDURE II	"Weiss, Michael S."	TR	1100	1215	LBRARY	126	(Class)	Main	26	26	0
22359	LAWJ	05322	 1	DRUGS/CRIME AMERICA	"Peeke, Matthew Alan"	M	1700	1815	LBRARY	403	(Class)	Main	25	25	0
22360	LAWJ	05324	 1	SENTENCE/RIGHTS CONVICTED	"Vigorita, Michael S."							Online	26	26	0
22363	LAWJ	05326	 1	INTERNATIONAL TERRORISM	"Wachter, Chris Thomas"	R	1700	1815	HAWTHN	204	(Class)	Main	26	26	0
22362	LAWJ	05326	 1C	"INTERNATIONAL TERRORISMRowan Global Online students only. "	"Lewandowski, Carla Isabel"							Online	0	0	0
22364	LAWJ	05326	 2C	INTERNATIONAL TERRORISM	"McKeown, John P."	S	930	1045	WINANS	111	(Class)	Main	26	26	0
22365	LAWJ	05337	 1	TREATMENT OF THE OFFENDER	"Friedman, Joel K"	W	1830	1945	LBRARY	578	(Class)	Main	26	26	0
22366	LAWJ	05342	 1	COUN/GUID OFFENDER	"Redondo, Brian M"	M	1700	1815	LBRARY	578	(Class)	Main	25	25	0
22367	LAWJ	05343	 1C	"OFF RE-ENT, REINTEG & RECIDIVIRowan Global Online students only. "	"Houser, Kimberly A"							Online	0	0	0
22368	LAWJ	05356	 1	CRIMINAL JUSTICE INTERN I	"Yeldell, Stanley B"							Off-campus	25	25	0
22369	LAWJ	05356	 2	CRIMINAL JUSTICE INTERN I	"Schwartz, Jeffrey L"							Off-campus	25	25	0
22370	LAWJ	05356	 1C	"CRIMINAL JUSTICE INTERN IRowan Global Online students only. "	"Schwartz, Jeffrey L"							Online	0	0	0
22371	LAWJ	05356	 2C	"CRIMINAL JUSTICE INTERN IRowan Global students only. "	"Schwartz, Jeffrey L"							Off-campus	0	0	0
22372	LAWJ	05357	 1	CRIMINAL JUSTICE INTERN II	"Yeldell, Stanley B"							Off-campus	25	25	0
22373	LAWJ	05361	 1C	"INTRO TO JUVENILE JUSTICERowan Global Online students only. "	"Houser, Kimberly A"							Online	0	0	0
22374	LAWJ	05364	 1C	"CRIT ISS AMER LAW ENFORCEMENTRowan Global Online students only. "	"Alicea, Edwin F"							Online	0	0	0
22377	LAWJ	05369	 1	THEORIES OF CRIME	"Virga, Michael"	W	1700	1815	WINANS	111	(Class)	Main	26	26	0
22378	LAWJ	05369	 2	THEORIES OF CRIME	"Virga, Michael"	T	1830	1945	LBRARY	403	(Class)	Main	25	25	0
22379	LAWJ	05369	 3	THEORIES OF CRIME	"Steinbrecher, Christopher W"	TR	930	1045	WINANS	111	(Class)	Main	26	26	0
22380	LAWJ	05369	 4	THEORIES OF CRIME	"Steinbrecher, Christopher W"	TR	1100	1215	WINANS	111	(Class)	Main	26	26	0
22381	LAWJ	05369	 5	THEORIES OF CRIME	"Shjarback, John"	MW	930	1045	LBRARY	403	(Class)	Main	25	25	0
22382	LAWJ	05369	 1C	"THEORIES OF CRIMERowan Global Online students only. "	"Sims, Dennis H."							Online	0	0	0
22383	LAWJ	05380	 1	CRIMINAL JUSTICE RESEARCH	"Tillman, Tiffany J"	TR	930	1045	LBRARY	403	(Class)	Main	20	20	0
22384	LAWJ	05380	 2	CRIMINAL JUSTICE RESEARCH	"Steinbrecher, Christopher W"	M	1100	1215	LBRARY	578	(Class)	Main	20	20	0
22385	LAWJ	05380	 3	CRIMINAL JUSTICE RESEARCH	"Johnson, Joseph D"	W	1230	1345	LBRARY	578	(Class)	Main	20	20	0
22386	LAWJ	05380	 4	CRIMINAL JUSTICE RESEARCH	STAFF	R	1830	1945	LBRARY	401	(Class)	Main	0	0	0
22387	LAWJ	05380	 1C	"CRIMINAL JUSTICE RESEARCHRowan Global Online students only. "	"Jiao, Allan Yong"							Online	0	0	0
22388	LAWJ	05380	 2C	"CRIMINAL JUSTICE RESEARCHRowan Global students only. "	"Jiao, Allan Yong"							Online	0	0	0
22389	LAWJ	05380	 3C	"CRIMINAL JUSTICE RESEARCHRowan Global students only. "	"Steinbrecher, Christopher W"	T	1830	1945	(Class)			Rowan College at Burlington	0	0	0
22390	LAWJ	05380	 4C	"CRIMINAL JUSTICE RESEARCHRowan Global students only. "	STAFF	M	1700	1815	(Class)			RCSJ at Gloucester	0	0	0
22391	LAWJ	05381	 1	CRIME MAPPING&CRIME ANALYSIS I	"Sorg, Evan Thomas"							Online	26	26	0
22392	LAWJ	05395	 1	INCARCERATION EXPERIENCE	"Jones, James Jerome"	M	800	915	WINANS	111	(Class)	Main	26	26	0
22394	LAWJ	05401	 1	LAW AND HUMAN RIGHTS	"Webb, Jennifer R"	R	1830	1945	LBRARY	403	(Class)	Main	25	25	0
22395	LAWJ	05401	 2	LAW AND HUMAN RIGHTS	"Settle, Alex Nicholas"	W	1830	1945	LBRARY	126	(Class)	Main	26	26	0
22396	LAWJ	05401	 3	LAW AND HUMAN RIGHTS	"Patterson, Scott R"	W	1230	1345	DISCOV	411	(Class)	Main	26	26	0
22398	LAWJ	05401	 1C	"LAW AND HUMAN RIGHTSRowan Global Online students only. "	"Page, Raymond T"							Online	0	0	0
22399	LAWJ	05401	 2C	"LAW AND HUMAN RIGHTSRowan Global students only "	"Tolliver, Taisha K."							Online	0	0	0
22400	LAWJ	05401	 3C	"LAW AND HUMAN RIGHTSRowan Global students only. "	"Patterson, Scott R"	R	1830	1945	(Class)			Rowan College at Burlington	0	0	0
22397	LAWJ	05401	 4C	LAW AND HUMAN RIGHTS	"Patterson, Scott R"	W	1700	1815	(Class)			RCSJ at Gloucester	0	0	0
22401	LAWJ	05415	 1	SEL TOPICS:ORGANIZED CRIME	"Anastasia, George E"	T	1400	1515	LBRARY	403	(Class)	Main	25	25	0
22402	LAWJ	05415	 2	ST: WHITE COLLAR CRIME	"Schell-Busey, Natalie Marie"	TR	1400	1515	LBRARY	578	(Class)	Main	26	26	0
22404	LAWJ	05469	 1	SEM LAW/JUST-WI	"Mastrocinque, Jeanna Marie"	MW	1230	1345	LBRARY	403	(Class)	Main	20	20	0
22405	LAWJ	05469	 2	SEM LAW/JUST-WI	"Mastrocinque, Jeanna Marie"	MW	1400	1515	LBRARY	403	(Class)	Main	20	20	0
22406	LAWJ	05469	 3	SEM LAW/JUST-WI	"Williams, Karen"	W	1700	1815	LBRARY	403	(Class)	Main	20	20	0
22407	LAWJ	05469	 4	SEM LAW/JUST-WI	"Vigorita, Michael S."	R	1230	1345	LBRARY	403	(Class)	Main	20	20	0
22408	LAWJ	05469	 1C	"SEM LAW/JUST-WIRowan Global Online students only. "	"Vigorita, Michael S."							Online	0	0	0
22409	LAWJ	05469	 2C	"SEM LAW/JUST-WIRowan Global students only. "	"Swiderski, Nicole Marie"	T	1700	1815	(Class)			Rowan College at Burlington	0	0	0
22410	LAWJ	05469	 3C	"SEM LAW/JUST-WIRowan Global students only. "	"Martin, Christine Margaret"	M	1700	1815	(Class)			RCSJ at Gloucester	0	0	0
20859	LDTC	18505	 1C	CORRECT LRNG DISABIL	"Paparo, Nanci L"							Online	16	16	0
20860	LDTC	18505	 2C	CORRECT LRNG DISABIL	"Szemere, Lauren M."							Online	16	16	0
20861	LDTC	18505	 3C	CORRECT LRNG DISABIL	"Bond, Kelly"							Online	16	16	0
20862	LDTC	18510	 1C	APPL LRN THEORY SPED	"Paparo, Nanci L"							Online	25	25	0
20864	LDTC	18516	 1C	APPLIED TESTS AND MEASUREMENTS	STAFF							Online	25	25	0
20865	LDTC	18520	 1C	NEURO BASED ED DISORDERS	STAFF							Online	25	25	0
20866	LDTC	18520	 2C	NEURO BASED ED DISORDERS	STAFF							Online	25	25	0
23897	MAPR	01547	 1	"GRADUATE STRATEGIC WRITINGCybersecurity Students ONLY. "	"Pollock, Linda R"	R	1830	1945	ENTPRZ	409	(Class)	Main	25	25	0
23898	MAPR	01547	 2	"GRADUATE STRATEGIC WRITINGCybersecurity Students ONLY. "	"Pollock, Linda R"	W	1400	1515	ENTPRZ	409	(Class)	Main	25	25	0
23899	MAPR	01561	 1	"GRADUATE STRATEGIC WRITING IIMaster's of Strategic Comm, COGS in WritingComposition and Rhetoric Students ONLY. "	"Moscatelli, John"	W	1830	1945	ENTPRZ	514	(Class)	Main	25	25	0
23900	MAPR	01561	 2	"GRADUATE STRATEGIC WRITING IICybersecurity Students ONLY. "	"Pollock, Linda R"	R	1400	1515	ENTPRZ	409	(Class)	Main	25	25	0
23902	MAPR	01568	 1	GRADUATE STRATEGIC VISUAL COMM	"Fagan, Lisa Michelle"	R	1830	1945	301HGH	216	(Class)	Main	20	20	0
23903	MAPR	01569	 1	GR STRATEGIC CASE STUD/PR PLAN	"Kim, Bokyung"	M	1830	1945	301HGH	305	(Class)	Main	20	20	0
23904	MAPR	01572	 1	SP TP:GRADUATE MEDIA PLANNING	"Vilceanu, Marilena Olguta"	T	1830	1945	301HGH	305	(Class)	Main	20	20	0
23905	MAPR	01620	 1	STRATEGIC COMMUNICATION SEM	"FitzGerald, Suzanne D."	T	1700	1815	301HGH	326	(Class)	Main	11	11	0
23906	MAPR	01620	 2	STRATEGIC COMMUNICATION SEM	"Basso, Joseph N."	T	1700	1815	301HGH	210	(Class)	Main	11	11	0
23907	MAPR	06515	 1C	ONLINE PUBLIC RELATIONS	"Dunnington, Donald L."							Online	30	30	0
23908	MAPR	98503	 1	SCHOOL PUBLIC RELATIONS	"Audio, Regina M"							Online	20	20	0
21643	MATH	01090	 1	FOUND MATHEMATICAL REASONING	STAFF	TR	800	915	ROBSON	212	(Class)	Main	22	22	0
21644	MATH	01090	 2	FOUND MATHEMATICAL REASONING	"Milou, Eric"							Online	22	22	0
21645	MATH	01115	 1	CONTEMP MATHEMATICS	STAFF	TR	1830	1945	SCIENC	128	(Class)	Main	32	32	0
21646	MATH	01115	 2	CONTEMP MATHEMATICS	STAFF	W	930	1045	ROBSON	211	(Class)	Main	32	32	0
21647	MATH	01115	 3	CONTEMP MATHEMATICS	"Fine, Ira A"	TR	1100	1215	ENTPRZ	409	(Class)	Main	32	32	0
21648	MATH	01115	 4	CONTEMP MATHEMATICS	"Fine, Ira A"	TR	1230	1345	ENTPRZ	409	(Class)	Main	32	32	0
21649	MATH	01115	 5	CONTEMP MATHEMATICS	STAFF	MW	1530	1645	JAMES	3117	(Class)	Main	32	32	0
21650	MATH	01115	 6	CONTEMP MATHEMATICS	"Fine, Ira A"	TR	1700	1815	JAMES	3117	(Class)	Main	32	32	0
21651	MATH	01118	 1	QUANTITATIVE REASONING	STAFF	TR	930	1045	ENTPRZ	406	(Class)	Main	32	32	0
21652	MATH	01118	 2	QUANTITATIVE REASONING	"Barden, Christine Ines"	MW	1100	1215	ENTPRZ	406	(Class)	Main	32	32	0
21653	MATH	01118	 3	QUANTITATIVE REASONING	STAFF	MW	1530	1645	ENTPRZ	406	(Class)	Main	32	32	0
21654	MATH	01118	 4	QUANTITATIVE REASONING	"Barden, Christine Ines"							Online	32	32	0
21655	MATH	01122	 1	"PRE-CALCULUSMonday meeting is a Recitation "	"Brown, Charles J"	M	800	915	ENTPRZ	417	(Class)	Main	32	32	0
21656	MATH	01122	 2	"PRE-CALCULUSMonday meeting is a Recitation "	"Brown, Charles J"	M	930	1045	ENTPRZ	417	(Class)	Main	32	32	0
21657	MATH	01122	 3	"PRE-CALCULUSFriday meeting is a Recitation "	STAFF	MW	1100	1215	ENTPRZ	417	(Class)	Main	32	32	0
21658	MATH	01122	 4	"PRE-CALCULUSFriday meeting is a Recitation "	"Brown, Charles J"	MW	1230	1345	ENTPRZ	417	(Class)	Main	32	32	0
21659	MATH	01122	 5	PRE-CALCULUS	STAFF	MW	1700	1815	ENTPRZ	417	(Class)	Main	32	32	0
21660	MATH	01122	 6	PRE-CALCULUS	"Herman, Marlena F."							Online	32	32	0
21661	MATH	01124	 1	REASONING WITH FUNCTIONS	"Berry, Olga"	MW	800	915	ENTPRZ	406	(Class)	Main	32	32	0
21662	MATH	01124	 2	REASONING WITH FUNCTIONS	"Berry, Olga"	MW	930	1045	ENTPRZ	406	(Class)	Main	32	32	0
21663	MATH	01124	 3	REASONING WITH FUNCTIONS	STAFF	M	1230	1345	ENTPRZ	406	(Class)	Main	32	32	0
21664	MATH	01124	 4	REASONING WITH FUNCTIONS	"Ilicasu, Olcay Fatma"	M	1400	1515	ENTPRZ	406	(Class)	Main	32	32	0
21665	MATH	01124	 5	REASONING WITH FUNCTIONS	STAFF	TR	1700	1840	ENTPRZ	406	(Class)	Main	32	32	0
21666	MATH	01124	 6	REASONING WITH FUNCTIONS	"Abay, Abera"							Online	32	32	0
21667	MATH	01124	 7	REASONING WITH FUNCTIONS	STAFF							Online	32	32	0
21668	MATH	01130	 1	CALCULUS I	"Abay, Abera"							Online	30	30	0
21669	MATH	01130	 2	CALCULUS I	"Hudson, Jaree"	MWF	800	915	JAMES	2102	(Class)	Main	30	30	0
21670	MATH	01130	 3	CALCULUS I	"Sherman, Cass A"	MWF	930	1045	JAMES	2102	(Class)	Main	30	30	0
21671	MATH	01130	 4	CALCULUS I	STAFF	MTR	1100	1215	JAMES	2102	(Class)	Main	30	30	0
21672	MATH	01130	 5	CALCULUS I	STAFF	TR	1855	2035	JAMES	2102	(Class)	Main	30	30	0
21673	MATH	01130	 6	CALCULUS I	STAFF	MTR	1230	1345	JAMES	2102	(Class)	Main	30	30	0
21674	MATH	01130	 7	CALCULUS I	"McGrath, Kitty Tong"	TR	1400	1515	JAMES	2102	(Class)	Main	30	30	0
21675	MATH	01130	 8	CALCULUS I	STAFF	MWF	1530	1645	JAMES	2102	(Class)	Main	30	30	0
21676	MATH	01130	 9	CALCULUS I	STAFF	MW	1700	1840	JAMES	2102	(Class)	Main	30	30	0
21677	MATH	01130	 10	CALCULUS I	STAFF	TR	1700	1840	JAMES	2102	(Class)	Main	30	30	0
21678	MATH	01130	 11	CALCULUS I	STAFF	MW	1855	2035	JAMES	2102	(Class)	Main	30	30	0
21679	MATH	01130	 12	CALCULUS I	"Abay, Abera"							Online	30	30	0
21680	MATH	01130	 13	CALCULUS I	"Reimers, Edward Andreas"	TRF	930	1045	SCIENC	254	(Class)	Main	30	30	0
21681	MATH	01131	 1	CALCULUS II	"Ilicasu, Olcay Fatma"	TR	735	915	JAMES	2102	(Class)	Main	30	30	0
21682	MATH	01131	 2	CALCULUS II	"Zulker, James"	MWF	800	915	DISCOV	414	(Class)	Main	30	30	0
21683	MATH	01131	 3	CALCULUS II	"Ilicasu, Olcay Fatma"	MTR	930	1045	DISCOV	414	(Class)	Main	30	30	0
21684	MATH	01131	 4	CALCULUS II	"Miller, Shannon"	MTR	1100	1215	DISCOV	414	(Class)	Main	30	30	0
21685	MATH	01131	 5	CALCULUS II	"Waterpeace, Sky Pelletier"	MWF	1100	1215	SCIENC	128	(Class)	Main	30	30	0
21686	MATH	01131	 6	CALCULUS II	"Hudson, Jaree"	TRF	1100	1215	ENTPRZ	406	(Class)	Main	30	30	0
21687	MATH	01131	 7	CALCULUS II	"Miller, Shannon"	MTR	1230	1345	DISCOV	414	(Class)	Main	30	30	0
21688	MATH	01131	 8	CALCULUS II	"Waterpeace, Sky Pelletier"	MWF	1230	1345	ROBSON	324	(Class)	Main	30	30	0
21689	MATH	01131	 9	CALCULUS II	"Musulin, Rade Robert"	TRF	1230	1345	SCIENC	254	(Class)	Main	30	30	0
21690	MATH	01131	 10	CALCULUS II	"Musulin, Rade Robert"	TRF	1530	1645	SCIENC	128	(Class)	Main	30	30	0
21691	MATH	01131	 11	CALCULUS II	STAFF	TRF	1530	1645	ROBSON	324	(Class)	Main	30	30	0
21692	MATH	01131	 12	CALCULUS II	"Lee, Ik Jae"							Online	30	30	0
21693	MATH	01131	 13	CALCULUS II	"Hoxworth, Jennifer L"	TR	1700	1840	SCIENC	254	(Class)	Main	30	30	0
21694	MATH	01201	 1	STRUCTURES OF MATH I	"Del Rossi, Melissa M."	MW	800	915	ROBSON	212	(Class)	Main	30	30	0
21695	MATH	01201	 2	STRUCTURES OF MATH I	"Barden, Christine Ines"	TR	1230	1345	ROBSON	212	(Class)	Main	30	30	0
21696	MATH	01201	 3	STRUCTURES OF MATH I	"Heinz, Karen"							Online	30	30	0
24365	MATH	01202	 11	INTRO GEOMETRY	"Heinz, Karen"	TR	1400	1515	ROBSON	201A	(Class)	Main	30	30	0
21722	MATH	01204	 1	STRUCTURES OF MATH II	"Barden, Christine Ines"	MW	930	1045	ROBSON	212	(Class)	Main	30	30	0
21723	MATH	01204	 2	STRUCTURES OF MATH II	"Barden, Christine Ines"	TR	1100	1215	ROBSON	212	(Class)	Main	30	30	0
21724	MATH	01204	 3	STRUCTURES OF MATH II	"Heinz, Karen"	MW	1230	1345	ROBSON	212	(Class)	Main	30	30	0
21725	MATH	01204	 4	STRUCTURES OF MATH II	STAFF	MW	1400	1515	ROBSON	212	(Class)	Main	30	30	0
21726	MATH	01204	 5	STRUCTURES OF MATH II	"Milou, Eric"	MW	1830	1945	ROBSON	212	(Class)	Main	30	30	0
21727	MATH	01204	 6	STRUCTURES OF MATH II	"Heinz, Karen"							Online	30	30	0
21728	MATH	01204	 7	STRUCTURES OF MATH II	"Heinz, Karen"							Online	30	30	0
21729	MATH	01210	 1	LINEAR ALGEBRA	"Nassau, Benjamin"	MW	800	915	ROBSON	310	(Class)	Main	30	30	0
21730	MATH	01210	 2	LINEAR ALGEBRA	"Nassau, Benjamin"	TR	1230	1345	ROBSON	310	(Class)	Main	30	30	0
21731	MATH	01210	 3	LINEAR ALGEBRA	"Nassau, Benjamin"	MW	1400	1515	ROBSON	324	(Class)	Main	30	30	0
21732	MATH	01210	 4	LINEAR ALGEBRA	"Zulker, James"							Online	30	30	0
21733	MATH	01230	 1	CALCULUS III	"Laumakis, Paul J."	TRF	930	1045	ROBSON	324	(Class)	Main	30	30	0
21734	MATH	01230	 2	CALCULUS III	"Huntley, Helga S"	MWF	1230	1345	ROBSON	310	(Class)	Main	30	30	0
21735	MATH	01230	 3	CALCULUS III	"Beil, Norman B"	MTR	1400	1515	DISCOV	414	(Class)	Main	30	30	0
21736	MATH	01230	 4	CALCULUS III	"Beil, Norman B"	MTR	1530	1645	DISCOV	414	(Class)	Main	30	30	0
21737	MATH	01231	 1	ORDINARY DIFFER EQUAT	"Nguyen, Thanh Trung"	TR	1230	1345	ROBSON	324	(Class)	Main	30	30	0
21738	MATH	01232	 1	MATHEMATICAL MODELING FOR ED	"Laumakis, Paul J."	TR	1100	1215	ROBSON	324	(Class)	Main	30	30	0
21739	MATH	01235	 1	MATH FOR ENGR ANALYSIS	"Lee, Ik Jae"	MWF	800	915	JAMES	1115	(Class)	Main	30	30	0
21740	MATH	01235	 2	MATH FOR ENGR ANALYSIS	"Lee, Ik Jae"	MWF	930	1045	JAMES	1115	(Class)	Main	30	30	0
21741	MATH	01235	 3	MATH FOR ENGR ANALYSIS	"Beil, Norman B"	TRF	1100	1215	JAMES	1115	(Class)	Main	30	30	0
21742	MATH	01235	 4	MATH FOR ENGR ANALYSIS	"Laumakis, Paul J."	TRF	1230	1345	JAMES	1115	(Class)	Main	30	30	0
21743	MATH	01235	 5	MATH FOR ENGR ANALYSIS	"Hoxworth, Jennifer L"	MW	1700	1840	SCIENC	254	(Class)	Main	30	30	0
21744	MATH	01235	 6	MATH FOR ENGR ANALYSIS	STAFF	TR	1855	2035	SCIENC	254	(Class)	Main	30	30	0
21745	MATH	01235	 7	MATH FOR ENGR ANALYSIS	"Hoxworth, Jennifer L"	MW	1855	2035	SCIENC	254	(Class)	Main	30	30	0
21746	MATH	01310	 1	COLLEGE GEOMETRY	"Nassau, Benjamin"	MWR	930	1045	ROBSON	310	(Class)	Main	25	25	0
21747	MATH	01330	 1	INTRO REAL ANALYSIS I	"Hudson, Jaree"	TR	1530	1645	ROBSON	310	(Class)	Main	25	25	0
21748	MATH	01332	 1	NUMERICAL ANALYSIS	"Nguyen, Thanh Trung"	TR	1100	1215	SCIENC	128	(Class)	Main	25	25	0
21749	MATH	01332	 2	NUMERICAL ANALYSIS	"Hassen, Abdulkadir"	MW	930	1045	ENTPRZ	514	(Class)	Main	25	25	0
21750	MATH	01340	 1	MODERN ALGEBRA	"Sherman, Cass A"	TR	1400	1515	ROBSON	212	(Class)	Main	25	25	0
21751	MATH	01341	 1	MODERN ALGEBRA II	"Hudson, Jaree"	TR	1400	1515	ROBSON	305	(Class)	Main	25	25	0
21752	MATH	01354	 1	INTRO TO TOPOLOGY	"Nguyen, Hieu Duc"	MW	930	1045	ROBSON	324	(Class)	Main	25	25	0
21753	MATH	01386	 1	INTRO PARTL DIFFTL EQTNS	"Nguyen, Thanh Trung"	TR	1530	1645	ROBSON	212	(Class)	Main	25	25	0
21754	MATH	01410	 1	HISTORY OF MATH	"Simons, Christopher Smyth"	MW	1400	1515	ROBSON	310	(Class)	Main	25	25	0
21756	MATH	01430	 1	INTRO COMPLEX ANALYSIS	"Musulin, Rade Robert"	TR	800	915	ROBSON	310	(Class)	Main	25	25	0
21759	MATH	01497	 1	"MATH SEM FOR EDUCATORS - WIThis section for Math majors who are Education majors.Email instructor for entrance. "	"Milou, Eric"	T	1700	1815	ROBSON	324	(Class)	Main	16	16	0
21761	MATH	01498	 1	"MATH SEMINAR-WIThis section for Math majors who are not Education majors.Email instructor for entrance. "	"Simons, Christopher Smyth"	F	930	1045	ROBSON	212	(Class)	Main	16	16	0
21767	MATH	01502	 1	LINEAR ALGEBRA-MATRIX THEORY	"Sherman, Cass A"	T	1830	1945	ROBSON	310	(Class)	Main	20	20	0
21771	MATH	01513	 1	COMPLEX ANALYSIS II	"Musulin, Rade Robert"	R	1830	1945	ROBSON	310	(Class)	Main	20	20	0
21772	MATH	01533	 1	GRAD SEMINAR MATH	"Hassen, Abdulkadir"	W	1830	1945	ROBSON	310	(Class)	Main	20	20	0
21774	MATH	03125	 1	CALC TECHNIC/APPLIC	STAFF	MW	800	915	SCIENC	128	(Class)	Main	32	32	0
21776	MATH	03125	 2	CALC TECHNIC/APPLIC	"McGrath, Kitty Tong"	TR	800	915	JAMES	1115	(Class)	Main	32	32	0
21777	MATH	03125	 3	CALC TECHNIC/APPLIC	"McGrath, Kitty Tong"	TR	930	1045	ROBSON	212	(Class)	Main	32	32	0
21778	MATH	03125	 4	CALC TECHNIC/APPLIC	STAFF	MW	1100	1215	JAMES	1115	(Class)	Main	32	32	0
21779	MATH	03125	 5	CALC TECHNIC/APPLIC	STAFF	WF	1100	1215	JAMES	2102	(Class)	Main	32	32	0
21780	MATH	03125	 6	CALC TECHNIC/APPLIC	STAFF	WF	1230	1345	DISCOV	414	(Class)	Main	32	32	0
21787	MATH	03125	 7	CALC TECHNIC/APPLIC	STAFF	TR	1530	1645	JAMES	2102	(Class)	Main	32	32	0
21788	MATH	03125	 8	CALC TECHNIC/APPLIC	STAFF	MW	1700	1815	SCIENC	128	(Class)	Main	32	32	0
21790	MATH	03125	 9	CALC TECHNIC/APPLIC	"Herman, Marlena F."							Online	32	32	0
21791	MATH	03125	 10	CALC TECHNIC/APPLIC	"Herman, Marlena F."							Online	32	32	0
21792	MATH	03125	 11	CALC TECHNIC/APPLIC	"Herman, Marlena F."							Online	32	32	0
21793	MATH	03150	 1	DISCRETE MATH	STAFF	MW	1100	1215	ROBSON	324	(Class)	Main	30	30	0
21794	MATH	03150	 2	DISCRETE MATH	"Miller, Shannon"	TR	1400	1515	ROBSON	324	(Class)	Main	30	30	0
21823	MATH	03160	 1	DISCRETE STRUCTURES	"Volz, Elizabeth L"	TR	800	915	SCIENC	128	(Class)	Main	30	30	0
21824	MATH	03160	 2	DISCRETE STRUCTURES	STAFF	TR	1100	1215	SCIENC	254	(Class)	Main	30	30	0
21825	MATH	03160	 3	DISCRETE STRUCTURES	"Nguyen, Hieu Duc"	MW	1230	1345	SCIENC	128	(Class)	Main	30	30	0
21826	MATH	03160	 4	DISCRETE STRUCTURES	STAFF	MW	1530	1645	ROBSON	212	(Class)	Main	30	30	0
21821	MATH	03411	 1	DETERMINISTIC MODS OPER RES	"Lacke, Christopher J."	MW	1700	1815	JAMES	3117	(Class)	Main	25	25	0
23274	MAWR	01556	 1	PERSP ON WRITING ASSESSMENT	"Del Russo, Celeste Ann"	W	1830	1945	VCTRIA	201	(Class)	Main	15	15	0
23275	MAWR	01559	 1	CORE II:RSRCH METHODS WRITERS	"Kopp, Andrew Matthew"	T	1830	1945	VCTRIA	201	(Class)	Main	20	20	0
23290	MAWR	01559	 2	CORE II:RSRCH METHODS WRITERS	"Donaldson, Timothy S"	T	1830	1945	VCTRIA	301	(Class)	Main	0	0	0
23276	MAWR	01567	 1	PROFESSIONS IN PUBLISHING	"Atwood, Megan Colleen"	R	1830	1945	VCTRIA	201	(Class)	Main	15	15	0
23277	MAWR	01571	 1	SEMINAR II	"Budris, Katie"	T	1830	1945	ENTPRZ	417	(Class)	Main	15	15	0
23278	MAWR	01571	 2	SEMINAR II	"Lanier, Heather"	T	1830	1945	ENTPRZ	414	(Class)	Main	15	15	0
23279	MAWR	01615	 1	INDEPENDENT STUDY	STAFF							Main	0	0	0
23280	MAWR	01615	 2	INDEPENDENT STUDY	STAFF							Main	0	0	0
23281	MAWR	01615	 3	INDEPENDENT STUDY	STAFF							Main	0	0	0
23282	MAWR	01615	 4	INDEPENDENT STUDY	STAFF							Main	0	0	0
23283	MAWR	01618	 1	ST: WRITING THE SHORT STORY	"Block, Ronald D"	R	1830	1945	VCTRIA	301	(Class)	Main	15	15	0
23284	MAWR	01623	 1	WRIT STORIES CHILDRN/YNG ADUL	"Jahn-Clough, Lisa Ellen"	M	1830	1945	VCTRIA	200	(Class)	Main	15	15	0
23285	MAWR	02515	 1	CREATIVE NON-FICTION WORKSHOP	"Lanier, Heather"	M	1530	1645	WILSON	203	(Class)	Main	15	15	0
23286	MAWR	03520	 1	M.A. IN WRITING INTERNSHIP	STAFF							Main	0	0	0
23287	MAWR	03520	 2	"M.A. IN WRITING INTERNSHIPGlassworks Magazine "	"Budris, Katie"							Main	0	0	0
23288	MAWR	03520	 3	"M.A. IN WRITING INTERNSHIPSingularity Press "	"Atwood, Megan Colleen"	F	1230	1345	VCTRIA	201	(Class)	Main	0	0	0
23289	MAWR	03520	 4	M.A. IN WRITING INTERNSHIP	STAFF							Main	0	0	0
23146	MBS	00503	 1	SYSTEMS PHYSIOLOGY	"Podolin-Whiting, Deborah P."	T	1700	2000	AC-S	279	(Class)	Stratford	150	150	0
23148	MBS	00506	 1	BIOMEDICAL ANATOMY	"Milani, Katharine Jean"	W	1700	2000	AC-S	279	(Class)	Stratford	150	150	0
23151	MBS	00602	 1	"ANTIMICROBIAL DRUGSMicrobiology recommendedCompliments Pharmacology "	"Borukhov, Sergei"	T	1700	2000	AC-S	343	(Class)	Stratford	85	85	0
